dept_co,dept_nombre,muni_co,muni_nombre,total_votantes,votos_validos,pct_participacion,mesas_total,mesas_escrutadas,votos_AE,votos_IC,votos_Valencia,votos_Fajardo,votos_Lopez,votos_Botero,votos_coalicion_AE,diff_AE_IC,diff_coalicion_IC,pct_AE,pct_IC,pct_Valencia,pct_Fajardo,pct_coalicion,gana_AE,gana_coalicion,ganador,ganador_coalicion
88,CONSULADOS,88215,BOLIVIA,645,644,35.47,10,10,439,125,39,19,3,15,497,314,372,68.17,19.41,6.06,2.95,77.17,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88220,BRASIL,4170,4159,45.01,52,52,1418,1895,440,270,72,10,2128,-477,233,34.09,45.56,10.58,6.49,51.17,0,1,CEPEDA,COALICIÓN AE
88,CONSULADOS,88250,CANADA,42038,42006,57.39,219,219,21109,11879,4353,3443,695,84,28905,9230,17026,50.25,28.28,10.36,8.2,68.81,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88275,COREA DEL SUR,252,252,58.87,7,7,96,82,34,30,9,0,160,14,78,38.1,32.54,13.49,11.9,63.49,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88285,COSTA RICA,5712,5702,48.21,27,27,3788,1060,495,276,39,12,4559,2728,3499,66.43,18.59,8.68,4.84,79.95,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88290,CUBA,608,606,66.37,8,8,120,449,14,13,2,0,147,-329,-302,19.8,74.09,2.31,2.15,24.26,0,0,CEPEDA,CEPEDA
88,CONSULADOS,88305,CHILE,18348,18233,40.54,112,112,7897,7341,1558,738,204,182,10193,556,2852,43.31,40.26,8.54,4.05,55.9,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88315,CHINA REPUBLICA POPULAR,720,720,55.9,28,28,300,226,99,63,12,1,462,74,236,41.67,31.39,13.75,8.75,64.17,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88325,DINAMARCA,665,664,61.68,9,9,123,304,103,90,32,1,316,-181,12,18.52,45.78,15.51,13.55,47.59,0,1,CEPEDA,COALICIÓN AE
88,CONSULADOS,88330,ECUADOR,9367,9228,21.6,111,111,5035,2505,1008,242,86,51,6285,2530,3780,54.56,27.15,10.92,2.62,68.11,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88335,EGIPTO,161,161,35.54,8,8,91,38,14,8,4,0,113,53,75,56.52,23.6,8.7,4.97,70.19,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88340,EL SALVADOR,441,441,52.0,9,9,279,60,57,24,12,1,360,219,300,63.27,13.61,12.93,5.44,81.63,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88350,EMIRATOS ARABES UNIDOS,2542,2539,56.11,20,20,1664,446,225,130,31,19,2019,1218,1573,65.54,17.57,8.86,5.12,79.52,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88355,ESPAÑA,127637,127207,41.44,696,696,51858,54162,11073,6053,1233,977,68984,-2304,14822,40.77,42.58,8.7,4.76,54.23,0,1,CEPEDA,COALICIÓN AE
88,CONSULADOS,88360,ESTADOS UNIDOS,216105,215917,47.57,987,987,155816,32324,17507,7525,1267,489,180848,123492,148524,72.16,14.97,8.11,3.49,83.76,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88370,REPUBLICA DE FILIPINAS,91,91,49.18,7,7,37,29,14,6,3,0,57,8,28,40.66,31.87,15.38,6.59,62.64,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88375,FINLANDIA,302,302,54.51,7,7,70,141,40,35,9,1,145,-71,4,23.18,46.69,13.25,11.59,48.01,0,1,CEPEDA,COALICIÓN AE
88,CONSULADOS,88380,FRANCIA,14271,14259,53.08,81,81,3607,6699,1670,1690,357,50,6967,-3092,268,25.3,46.98,11.71,11.85,48.86,0,1,CEPEDA,COALICIÓN AE
88,CONSULADOS,88410,GUATEMALA,1308,1307,56.69,10,10,932,138,133,72,18,4,1137,794,999,71.31,10.56,10.18,5.51,86.99,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88430,HAITI,14,14,58.33,7,7,3,8,1,0,0,0,4,-5,-4,21.43,57.14,7.14,0.0,28.57,0,0,CEPEDA,CEPEDA
88,CONSULADOS,88435,PAISES BAJOS,3139,3137,47.89,22,22,986,1121,495,402,93,1,1883,-135,762,31.43,35.73,15.78,12.81,60.03,0,1,CEPEDA,COALICIÓN AE
88,CONSULADOS,88440,HONDURAS,313,313,40.12,8,8,200,47,46,17,3,0,263,153,216,63.9,15.02,14.7,5.43,84.03,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88445,HUNGRIA,246,246,63.07,7,7,54,106,31,38,6,1,123,-52,17,21.95,43.09,12.6,15.45,50.0,0,1,CEPEDA,COALICIÓN AE
88,CONSULADOS,88455,INDIA,32,32,33.68,7,7,12,9,3,6,1,0,21,3,12,37.5,28.12,9.38,18.75,65.62,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88460,INDONESIA,35,35,34.65,7,7,11,8,13,3,0,0,27,3,19,31.43,22.86,37.14,8.57,77.14,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88465,INGLATERRA,11654,11638,49.95,74,74,5175,3788,1622,717,180,53,7514,1387,3726,44.47,32.55,13.94,6.16,64.56,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88470,IRLANDA,603,603,65.47,8,8,171,247,94,57,30,1,322,-76,75,28.36,40.96,15.59,9.45,53.4,0,1,CEPEDA,COALICIÓN AE
88,CONSULADOS,88490,ISRAEL,897,895,38.81,11,11,728,92,44,19,3,6,791,636,699,81.34,10.28,4.92,2.12,88.38,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88495,ITALIA,8452,8437,42.84,47,47,3087,3313,851,885,137,37,4823,-226,1510,36.59,39.27,10.09,10.49,57.16,0,1,CEPEDA,COALICIÓN AE
88,CONSULADOS,88500,JAMAICA,140,140,40.46,8,8,82,39,15,2,0,0,99,43,60,58.57,27.86,10.71,1.43,70.71,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88505,JAPON,526,525,36.05,11,11,227,182,48,38,18,1,313,45,131,43.24,34.67,9.14,7.24,59.62,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88515,KENIA,68,68,55.28,7,7,16,25,15,9,3,0,40,-9,15,23.53,36.76,22.06,13.24,58.82,0,1,CEPEDA,COALICIÓN AE
88,CONSULADOS,88535,LIBANO,123,123,8.48,9,9,58,24,36,2,0,0,96,34,72,47.15,19.51,29.27,1.63,78.05,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88560,MALASIA,101,101,61.96,7,7,46,18,28,5,2,0,79,28,61,45.54,17.82,27.72,4.95,78.22,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88580,MARRUECOS,34,34,47.22,7,7,12,7,8,6,1,0,26,5,19,35.29,20.59,23.53,17.65,76.47,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88590,MEXICO,12324,12319,55.95,80,80,6119,3081,2013,849,153,11,8981,3038,5900,49.67,25.01,16.34,6.89,72.9,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88620,NICARAGUA,112,112,39.02,7,7,76,24,6,5,1,0,87,52,63,67.86,21.43,5.36,4.46,77.68,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88625,NUEVA ZELANDIA,1299,1297,55.65,10,10,448,494,149,140,33,2,737,-46,243,34.54,38.09,11.49,10.79,56.82,0,1,CEPEDA,COALICIÓN AE
88,CONSULADOS,88635,NORUEGA,568,567,47.97,8,8,145,258,89,48,18,0,282,-113,24,25.57,45.5,15.7,8.47,49.74,0,1,CEPEDA,COALICIÓN AE
88,CONSULADOS,88655,PANAMA,11042,11028,37.82,87,87,7161,2052,1157,448,66,52,8766,5109,6714,64.93,18.61,10.49,4.06,79.49,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88665,PARAGUAY,371,371,46.08,8,8,248,77,32,10,2,1,290,171,213,66.85,20.75,8.63,2.7,78.17,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88670,PERU,3468,3464,37.88,28,28,1964,654,530,210,49,21,2704,1310,2050,56.7,18.88,15.3,6.06,78.06,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88675,POLONIA,1065,1063,29.85,14,14,282,622,59,54,14,14,395,-340,-227,26.53,58.51,5.55,5.08,37.16,0,0,CEPEDA,CEPEDA
88,CONSULADOS,88680,PORTUGAL,3190,3178,59.73,18,18,1176,1329,267,299,38,10,1742,-153,413,37.0,41.82,8.4,9.41,54.81,0,1,CEPEDA,COALICIÓN AE
88,CONSULADOS,88683,PUERTO RICO,1193,1191,50.96,11,11,699,274,129,70,10,3,898,425,624,58.69,23.01,10.83,5.88,75.4,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88685,REPUBLICA DOMINICANA,2105,2101,52.33,13,13,1399,328,234,90,27,3,1723,1071,1395,66.59,15.61,11.14,4.28,82.01,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88688,REPUBLICA DE SINGAPUR,196,196,57.98,7,7,86,32,52,22,1,0,160,54,128,43.88,16.33,26.53,11.22,81.63,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88690,REPUBLICA SOCIALISTA DE VIETNA,33,33,39.28,7,7,8,17,4,3,0,0,15,-9,-2,24.24,51.52,12.12,9.09,45.45,0,0,CEPEDA,CEPEDA
88,CONSULADOS,88700,RUSIA,175,175,21.31,8,8,31,111,11,11,4,0,53,-80,-58,17.71,63.43,6.29,6.29,30.29,0,0,CEPEDA,CEPEDA
88,CONSULADOS,88745,SUDAFRICA,110,110,50.92,8,8,53,21,22,6,6,0,81,32,60,48.18,19.09,20.0,5.45,73.64,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88755,SUECIA,1518,1515,40.5,27,27,384,815,165,88,39,6,637,-431,-178,25.35,53.8,10.89,5.81,42.05,0,0,CEPEDA,CEPEDA
88,CONSULADOS,88760,SUIZA,4515,4510,49.76,21,21,1672,1766,580,363,80,13,2615,-94,849,37.07,39.16,12.86,8.05,57.98,0,1,CEPEDA,COALICIÓN AE
88,CONSULADOS,88765,TAILANDIA,114,114,60.63,7,7,46,43,10,13,2,0,69,3,26,40.35,37.72,8.77,11.4,60.53,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88770,TURQUIA,225,225,51.02,14,14,57,119,27,17,2,0,101,-62,-18,25.33,52.89,12.0,7.56,44.89,0,0,CEPEDA,CEPEDA
88,CONSULADOS,88785,TRINIDAD Y TOBAGO,160,160,50.31,9,9,91,31,13,16,3,0,120,60,89,56.88,19.38,8.12,10.0,75.0,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88805,URUGUAY,783,781,51.14,9,9,317,313,83,44,8,2,444,4,131,40.59,40.08,10.63,5.63,56.85,1,1,ABELARDO,COALICIÓN AE
88,CONSULADOS,88815,VENEZUELA,21751,21601,12.03,349,349,14313,4352,2128,199,117,71,16640,9961,12288,66.26,20.15,9.85,0.92,77.03,1,1,ABELARDO,COALICIÓN AE
