dept_co,dept_nombre,muni_co,muni_nombre,total_votantes,votos_validos,pct_participacion,mesas_total,mesas_escrutadas,votos_AE,votos_IC,votos_Valencia,votos_Fajardo,votos_Lopez,votos_Botero,votos_coalicion_AE,diff_AE_IC,diff_coalicion_IC,pct_AE,pct_IC,pct_Valencia,pct_Fajardo,pct_coalicion,gana_AE,gana_coalicion,ganador,ganador_coalicion
27,SANTANDER,27163,PINCHOTE,2877,2856,72.19,12,12,1856,564,274,68,24,27,2198,1292,1634,64.99,19.75,9.59,2.38,76.96,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27166,PUENTE NACIONAL,8353,8281,63.16,44,44,4615,2470,748,195,72,66,5558,2145,3088,55.73,29.83,9.03,2.35,67.12,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27167,PUERTO PARRA,3441,3375,51.33,22,22,1786,1180,112,34,17,165,1932,606,752,52.92,34.96,3.32,1.01,57.24,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27169,PUERTO WILCHES,15502,15252,58.63,84,84,5445,8480,656,127,45,209,6228,-3035,-2252,35.7,55.6,4.3,0.83,40.83,0,0,CEPEDA,CEPEDA
27,SANTANDER,27172,RIONEGRO,14593,14354,59.13,85,85,9499,2849,945,300,57,347,10744,6650,7895,66.18,19.85,6.58,2.09,74.85,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27174,SABANA DE TORRES,15340,15014,59.92,74,74,8005,5200,675,279,62,400,8959,2805,3759,53.32,34.63,4.5,1.86,59.67,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27175,SAN ANDRES,3856,3814,58.19,26,26,2510,731,386,66,20,29,2962,1779,2231,65.81,19.17,10.12,1.73,77.66,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27178,SAN BENITO,1345,1331,45.46,9,9,842,188,257,13,0,10,1112,654,924,63.26,14.12,19.31,0.98,83.55,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27181,SAN GIL,32920,32677,70.18,144,144,19168,8703,2288,1436,218,299,22892,10465,14189,58.66,26.63,7.0,4.39,70.06,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27184,SAN JOAQUIN,1227,1209,55.14,7,7,757,188,204,36,0,3,997,569,809,62.61,15.55,16.87,2.98,82.46,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27187,SAN JOSE DE MIRANDA,2939,2915,65.28,16,16,1961,345,462,49,15,25,2472,1616,2127,67.27,11.84,15.85,1.68,84.8,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27190,SAN MIGUEL,1311,1305,60.02,10,10,838,225,205,11,4,3,1054,613,829,64.21,17.24,15.71,0.84,80.77,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27193,SAN VICENTE DE CHUCURI,15031,14804,59.67,80,80,10055,2998,826,288,40,310,11169,7057,8171,67.92,20.25,5.58,1.95,75.45,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27194,SANTA HELENA DEL OPON,1904,1895,56.41,12,12,1520,218,80,14,2,26,1614,1302,1396,80.21,11.5,4.22,0.74,85.17,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27195,SANTA BARBARA,1549,1540,65.24,9,9,1065,187,236,16,6,17,1317,878,1130,69.16,12.14,15.32,1.04,85.52,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27196,SIMACOTA,4105,4057,64.62,22,22,2732,827,297,43,18,64,3072,1905,2245,67.34,20.38,7.32,1.06,75.72,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27199,SOCORRO,17214,17107,67.36,74,74,10882,3380,1804,558,72,170,13244,7502,9864,63.61,19.76,10.55,3.26,77.42,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27202,SUAITA,5272,5208,60.5,27,27,3650,812,504,89,28,59,4243,2838,3431,70.08,15.59,9.68,1.71,81.47,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27205,SUCRE,2982,2948,53.67,22,22,1911,421,518,24,13,15,2453,1490,2032,64.82,14.28,17.57,0.81,83.21,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27208,SURATA,2250,2221,61.22,13,13,1492,383,241,34,6,34,1767,1109,1384,67.18,17.24,10.85,1.53,79.56,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27211,TONA,3769,3717,65.24,18,18,2672,567,271,60,16,43,3003,2105,2436,71.89,15.25,7.29,1.61,80.79,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27217,VALLE DE SAN JOSE,3779,3756,70.64,17,17,2510,745,296,81,16,44,2887,1765,2142,66.83,19.83,7.88,2.16,76.86,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27219,VETAS,966,958,65.4,5,5,765,41,106,19,4,8,890,724,849,79.85,4.28,11.06,1.98,92.9,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27220,VELEZ,10327,10180,62.01,52,52,5652,3145,790,241,68,91,6683,2507,3538,55.52,30.89,7.76,2.37,65.65,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27221,VILLANUEVA,5033,4997,68.47,21,21,3280,757,606,154,14,62,4040,2523,3283,65.64,15.15,12.13,3.08,80.85,1,1,ABELARDO,COALICIÓN AE
27,SANTANDER,27223,ZAPATOCA,5473,5431,65.16,25,25,3615,1076,365,146,36,53,4126,2539,3050,66.56,19.81,6.72,2.69,75.97,1,1,ABELARDO,COALICIÓN AE
28,SUCRE,28001,SINCELEJO,126701,125329,57.26,631,631,45664,71183,3264,2258,232,383,51186,-25519,-19997,36.44,56.8,2.6,1.8,40.84,0,0,CEPEDA,CEPEDA
28,SUCRE,28010,BUENAVISTA,5233,5201,50.19,31,31,2188,2625,252,38,6,24,2478,-437,-147,42.07,50.47,4.85,0.73,47.64,0,0,CEPEDA,CEPEDA
28,SUCRE,28020,CAIMITO,5717,5680,54.38,37,37,1518,3843,174,28,8,15,1720,-2325,-2123,26.73,67.66,3.06,0.49,30.28,0,0,CEPEDA,CEPEDA
28,SUCRE,28030,COLOSO (RICAURTE),4384,4338,49.9,27,27,1440,2548,199,31,9,21,1670,-1108,-878,33.2,58.74,4.59,0.71,38.5,0,0,CEPEDA,CEPEDA
28,SUCRE,28040,COROZAL,31177,30942,61.58,154,154,11441,17816,649,459,48,115,12549,-6375,-5267,36.98,57.58,2.1,1.48,40.56,0,0,CEPEDA,CEPEDA
28,SUCRE,28041,COVEÑAS,8388,8320,53.71,47,47,2834,4328,836,60,33,41,3730,-1494,-598,34.06,52.02,10.05,0.72,44.83,0,0,CEPEDA,CEPEDA
28,SUCRE,28042,EL ROBLE,5660,5621,56.34,36,36,1659,3729,135,24,12,11,1818,-2070,-1911,29.51,66.34,2.4,0.43,32.34,0,0,CEPEDA,CEPEDA
28,SUCRE,28045,CHALAN,2535,2516,49.14,17,17,1025,1267,130,15,7,11,1170,-242,-97,40.74,50.36,5.17,0.6,46.5,0,0,CEPEDA,CEPEDA
28,SUCRE,28048,GALERAS (NUEVA GRANADA),9320,9204,49.92,57,57,5446,2842,534,90,22,48,6070,2604,3228,59.17,30.88,5.8,0.98,65.95,1,1,ABELARDO,COALICIÓN AE
28,SUCRE,28049,GUARANDA,6063,6020,39.5,51,51,3616,1900,315,41,13,26,3972,1716,2072,60.07,31.56,5.23,0.68,65.98,1,1,ABELARDO,COALICIÓN AE
28,SUCRE,28050,LA UNION,6012,5971,53.6,34,34,1847,3748,211,32,9,32,2090,-1901,-1658,30.93,62.77,3.53,0.54,35.0,0,0,CEPEDA,CEPEDA
28,SUCRE,28055,LOS PALMITOS,11872,11802,58.77,62,62,3040,8203,287,69,10,54,3396,-5163,-4807,25.76,69.51,2.43,0.58,28.77,0,0,CEPEDA,CEPEDA
28,SUCRE,28060,MAJAGUAL,13842,13738,45.87,101,101,7749,4195,1279,104,44,87,9132,3554,4937,56.41,30.54,9.31,0.76,66.47,1,1,ABELARDO,COALICIÓN AE
28,SUCRE,28080,MORROA,9076,9017,57.6,50,50,2914,5547,283,86,30,38,3283,-2633,-2264,32.32,61.52,3.14,0.95,36.41,0,0,CEPEDA,CEPEDA
28,SUCRE,28100,OVEJAS,12541,12428,53.72,74,74,4075,7680,373,79,22,36,4527,-3605,-3153,32.79,61.8,3.0,0.64,36.43,0,0,CEPEDA,CEPEDA
28,SUCRE,28120,PALMITO,7636,7579,56.78,43,43,2262,4828,310,33,12,23,2605,-2566,-2223,29.85,63.7,4.09,0.44,34.37,0,0,CEPEDA,CEPEDA
28,SUCRE,28160,SAMPUES,20259,20014,55.45,117,117,6100,12495,754,153,34,89,7007,-6395,-5488,30.48,62.43,3.77,0.76,35.01,0,0,CEPEDA,CEPEDA
28,SUCRE,28180,SAN BENITO ABAD,10662,10610,49.22,73,73,4371,5766,257,46,17,54,4674,-1395,-1092,41.2,54.34,2.42,0.43,44.05,0,0,CEPEDA,CEPEDA
28,SUCRE,28190,SAN JUAN DE BETULIA (BETULIA),7543,7491,61.4,39,39,2963,4229,117,50,13,22,3130,-1266,-1099,39.55,56.45,1.56,0.67,41.78,0,0,CEPEDA,CEPEDA
28,SUCRE,28200,SAN MARCOS,22261,22019,46.31,146,146,8058,12422,717,159,49,174,8934,-4364,-3488,36.6,56.41,3.26,0.72,40.57,0,0,CEPEDA,CEPEDA
28,SUCRE,28220,SAN ONOFRE,18473,18226,39.24,154,154,3925,12645,970,97,91,95,4992,-8720,-7653,21.54,69.38,5.32,0.53,27.39,0,0,CEPEDA,CEPEDA
28,SUCRE,28240,SAN PEDRO,9265,9196,52.1,52,52,3714,5009,217,53,16,50,3984,-1295,-1025,40.39,54.47,2.36,0.58,43.32,0,0,CEPEDA,CEPEDA
28,SUCRE,28260,SINCE,14230,14072,51.16,88,88,6093,6856,600,135,42,53,6828,-763,-28,43.3,48.72,4.26,0.96,48.52,0,0,CEPEDA,CEPEDA
28,SUCRE,28280,SUCRE,9694,9626,45.1,78,78,4774,3764,778,38,23,60,5590,1010,1826,49.59,39.1,8.08,0.39,58.07,1,1,ABELARDO,COALICIÓN AE
28,SUCRE,28300,TOLU,13953,13801,53.1,80,80,2946,10148,325,91,33,40,3362,-7202,-6786,21.35,73.53,2.35,0.66,24.36,0,0,CEPEDA,CEPEDA
28,SUCRE,28320,TOLUVIEJO,11808,11717,54.46,68,68,4034,7028,328,86,21,40,4448,-2994,-2580,34.43,59.98,2.8,0.73,37.96,0,0,CEPEDA,CEPEDA
29,TOLIMA,29001,IBAGUE,309213,304909,65.13,1366,1366,141360,109574,27755,13631,2410,3042,182746,31786,73172,46.36,35.94,9.1,4.47,59.93,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29004,ALPUJARRA,2135,2114,57.02,15,15,1153,407,465,23,12,10,1641,746,1234,54.54,19.25,22.0,1.09,77.63,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29007,ALVARADO,4777,4699,52.17,30,30,2028,1935,507,46,20,62,2581,93,646,43.16,41.18,10.79,0.98,54.93,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29010,AMBALEMA,3432,3372,52.03,22,22,1307,1623,292,29,18,36,1628,-316,5,38.76,48.13,8.66,0.86,48.28,0,1,CEPEDA,COALICIÓN AE
29,TOLIMA,29013,ANZOATEGUI,3893,3838,44.55,27,27,2077,894,563,68,30,80,2708,1183,1814,54.12,23.29,14.67,1.77,70.56,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29016,ARMERO (GUAYABAL),5790,5668,54.97,33,33,2143,2853,329,72,50,96,2544,-710,-309,37.81,50.34,5.8,1.27,44.88,0,0,CEPEDA,CEPEDA
29,TOLIMA,29019,ATACO,7600,7489,45.43,54,54,4326,1413,1341,81,38,106,5748,2913,4335,57.76,18.87,17.91,1.08,76.75,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29022,CAJAMARCA,9059,8884,53.02,51,51,4531,2900,796,207,49,130,5534,1631,2634,51.0,32.64,8.96,2.33,62.29,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29025,CARMEN DE APICALA,6242,6174,59.16,33,33,3222,1592,948,153,41,82,4323,1630,2731,52.19,25.79,15.35,2.48,70.02,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29028,CASABIANCA,2856,2799,49.77,18,18,1462,597,493,48,27,77,2003,865,1406,52.23,21.33,17.61,1.71,71.56,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29031,COELLO,4984,4917,58.56,29,29,1926,2446,337,59,20,56,2322,-520,-124,39.17,49.75,6.85,1.2,47.22,0,0,CEPEDA,CEPEDA
29,TOLIMA,29034,COYAIMA,10056,9864,53.43,59,59,3302,5245,905,74,52,80,4281,-1943,-964,33.48,53.17,9.17,0.75,43.4,0,0,CEPEDA,CEPEDA
29,TOLIMA,29037,CUNDAY,3913,3878,54.88,24,24,2312,730,690,30,17,38,3032,1582,2302,59.62,18.82,17.79,0.77,78.18,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29040,CHAPARRAL,19268,18909,46.1,122,122,9146,6450,2001,339,132,251,11486,2696,5036,48.37,34.11,10.58,1.79,60.74,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29043,DOLORES,3946,3904,55.22,24,24,2544,784,404,67,17,28,3015,1760,2231,65.16,20.08,10.35,1.72,77.23,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29046,ESPINAL,39568,38838,62.81,181,181,17320,13830,4686,943,360,580,22949,3490,9119,44.6,35.61,12.07,2.43,59.09,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29049,FALAN,3497,3419,55.41,20,20,1518,1268,381,68,13,65,1967,250,699,44.4,37.09,11.14,1.99,57.53,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29052,FLANDES,12153,11934,60.55,59,59,5385,4797,1010,183,101,169,6578,588,1781,45.12,40.2,8.46,1.53,55.12,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29055,FRESNO,14631,14297,51.35,90,90,6891,3561,2412,482,128,331,9785,3330,6224,48.2,24.91,16.87,3.37,68.44,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29058,GUAMO,15540,15257,58.7,83,83,7665,4125,2486,249,93,204,10400,3540,6275,50.24,27.04,16.29,1.63,68.17,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29061,HERVEO,2994,2933,52.34,20,20,1704,592,403,78,13,45,2185,1112,1593,58.1,20.18,13.74,2.66,74.5,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29064,HONDA,13122,12907,58.55,64,64,5405,5755,987,256,94,159,6648,-350,893,41.88,44.59,7.65,1.98,51.51,0,1,CEPEDA,COALICIÓN AE
29,TOLIMA,29067,ICONONZO,5450,5384,57.56,29,29,2109,2414,545,88,49,57,2742,-305,328,39.17,44.84,10.12,1.63,50.93,0,1,CEPEDA,COALICIÓN AE
29,TOLIMA,29070,LERIDA,8615,8490,55.28,47,47,2913,4377,733,116,51,125,3762,-1464,-615,34.31,51.55,8.63,1.37,44.31,0,0,CEPEDA,CEPEDA
29,TOLIMA,29073,LIBANO,18381,17897,53.93,102,102,6087,8501,2012,418,124,250,8517,-2414,16,34.01,47.5,11.24,2.34,47.59,0,1,CEPEDA,COALICIÓN AE
29,TOLIMA,29076,MARIQUITA,17208,16746,56.6,91,91,7507,6437,1325,442,135,358,9274,1070,2837,44.83,38.44,7.91,2.64,55.38,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29079,MELGAR,19925,19657,60.62,99,99,11627,5201,1460,444,143,329,13531,6426,8330,59.15,26.46,7.43,2.26,68.84,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29080,MURILLO,1629,1585,43.5,12,12,657,535,298,28,4,13,983,122,448,41.45,33.75,18.8,1.77,62.02,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29082,NATAGAIMA,7645,7547,51.49,45,45,2524,3943,826,44,29,44,3394,-1419,-549,33.44,52.25,10.94,0.58,44.97,0,0,CEPEDA,CEPEDA
29,TOLIMA,29085,ORTEGA,11703,11455,49.59,80,80,5056,4172,1568,128,100,107,6752,884,2580,44.14,36.42,13.69,1.12,58.94,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29087,PALOCABILDO,4304,4237,50.0,25,25,2160,1317,525,43,15,65,2728,843,1411,50.98,31.08,12.39,1.01,64.39,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29088,PIEDRAS,3200,3161,56.31,18,18,1421,1374,194,55,7,32,1670,47,296,44.95,43.47,6.14,1.74,52.83,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29089,PLANADAS,10538,10293,42.9,75,75,4800,3475,1164,171,65,208,6135,1325,2660,46.63,33.76,11.31,1.66,59.6,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29091,PRADO,4262,4216,54.09,26,26,2523,1111,390,70,13,40,2983,1412,1872,59.84,26.35,9.25,1.66,70.75,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29094,PURIFICACION,12176,11980,59.75,61,61,5234,4918,1179,163,76,117,6576,316,1658,43.69,41.05,9.84,1.36,54.89,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29097,RIOBLANCO,6780,6633,37.28,58,58,3562,1723,808,108,64,105,4478,1839,2755,53.7,25.98,12.18,1.63,67.51,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29100,RONCESVALLES,1892,1857,42.93,14,14,1114,377,228,36,12,19,1378,737,1001,59.99,20.3,12.28,1.94,74.21,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29103,ROVIRA,10023,9861,46.4,70,70,5659,1952,1571,138,60,161,7368,3707,5416,57.39,19.8,15.93,1.4,74.72,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29105,SALDAÑA,7539,7418,57.96,38,38,3730,2234,963,156,49,97,4849,1496,2615,50.28,30.12,12.98,2.1,65.37,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29106,SAN ANTONIO,5187,5091,48.37,32,32,2786,1165,847,79,33,73,3712,1621,2547,54.72,22.88,16.64,1.55,72.91,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29109,SAN LUIS,7344,7240,59.9,42,42,4568,1553,773,85,35,81,5426,3015,3873,63.09,21.45,10.68,1.17,74.94,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29112,SANTA ISABEL,2603,2562,45.44,24,24,1446,516,436,51,9,42,1933,930,1417,56.44,20.14,17.02,1.99,75.45,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29115,SUAREZ,2743,2707,57.01,17,17,1472,697,408,28,10,35,1908,775,1211,54.38,25.75,15.07,1.03,70.48,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29118,VALLE DE SAN JUAN,2821,2788,58.47,17,17,1674,466,525,26,7,25,2225,1208,1759,60.04,16.71,18.83,0.93,79.81,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29121,VENADILLO,6454,6341,54.37,38,38,2842,2527,601,96,32,101,3539,315,1012,44.82,39.85,9.48,1.51,55.81,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29124,VILLAHERMOSA,3357,3286,47.88,25,25,1214,805,1006,72,19,42,2292,409,1487,36.94,24.5,30.61,2.19,69.75,1,1,ABELARDO,COALICIÓN AE
29,TOLIMA,29127,VILLARRICA,2801,2776,54.38,17,17,1769,569,335,27,4,16,2131,1200,1562,63.72,20.5,12.07,0.97,76.77,1,1,ABELARDO,COALICIÓN AE
31,VALLE,31001,CALI,1063418,1053010,57.82,5158,5158,371718,541270,56344,45989,6970,5180,474051,-169552,-67219,35.3,51.4,5.35,4.37,45.02,0,0,CEPEDA,CEPEDA
31,VALLE,31004,ALCALA,6412,6258,50.87,38,38,2833,2456,481,133,37,165,3447,377,991,45.27,39.25,7.69,2.13,55.08,1,1,ABELARDO,COALICIÓN AE
31,VALLE,31007,ANDALUCIA,10949,10811,54.81,59,59,3604,5969,541,305,44,124,4450,-2365,-1519,33.34,55.21,5.0,2.82,41.16,0,0,CEPEDA,CEPEDA
31,VALLE,31010,ANSERMANUEVO,8531,8358,45.64,64,64,3422,2708,1561,201,53,174,5184,714,2476,40.94,32.4,18.68,2.4,62.02,1,1,ABELARDO,COALICIÓN AE
31,VALLE,31013,ARGELIA,2772,2729,48.16,20,20,1357,586,621,49,15,53,2027,771,1441,49.73,21.47,22.76,1.8,74.28,1,1,ABELARDO,COALICIÓN AE
31,VALLE,31016,BOLIVAR,7251,7165,54.79,47,47,3376,2275,1105,126,24,117,4607,1101,2332,47.12,31.75,15.42,1.76,64.3,1,1,ABELARDO,COALICIÓN AE
31,VALLE,31019,BUENAVENTURA,91352,89716,39.17,690,690,10788,72065,3296,852,280,578,14936,-61277,-57129,12.02,80.33,3.67,0.95,16.65,0,0,CEPEDA,CEPEDA
31,VALLE,31022,BUGA,65520,64729,59.69,339,339,20612,36630,2694,2508,349,475,25814,-16018,-10816,31.84,56.59,4.16,3.87,39.88,0,0,CEPEDA,CEPEDA
31,VALLE,31025,BUGALAGRANDE,12077,11935,57.68,67,67,3123,7580,569,252,40,124,3944,-4457,-3636,26.17,63.51,4.77,2.11,33.05,0,0,CEPEDA,CEPEDA
31,VALLE,31028,CAICEDONIA,14286,13933,52.11,88,88,6695,4478,1681,406,107,163,8782,2217,4304,48.05,32.14,12.06,2.91,63.03,1,1,ABELARDO,COALICIÓN AE
31,VALLE,31031,CANDELARIA,54990,54085,61.61,262,262,11821,36468,2378,1307,300,382,15506,-24647,-20962,21.86,67.43,4.4,2.42,28.67,0,0,CEPEDA,CEPEDA
31,VALLE,31034,CARTAGO,66940,65738,54.77,353,353,30265,24806,4669,2887,477,849,37821,5459,13015,46.04,37.73,7.1,4.39,57.53,1,1,ABELARDO,COALICIÓN AE
31,VALLE,31037,DAGUA,19601,19279,51.14,122,122,7193,9228,1613,293,108,275,9099,-2035,-129,37.31,47.87,8.37,1.52,47.2,0,0,CEPEDA,CEPEDA
31,VALLE,31040,CALIMA (DARIEN),8513,8344,54.61,54,54,3579,3637,474,221,57,115,4274,-58,637,42.89,43.59,5.68,2.65,51.22,0,1,CEPEDA,COALICIÓN AE
31,VALLE,31043,EL AGUILA,3765,3696,49.26,31,31,1927,717,762,73,23,70,2762,1210,2045,52.14,19.4,20.62,1.98,74.73,1,1,ABELARDO,COALICIÓN AE
31,VALLE,31046,EL CAIRO,2842,2784,43.93,24,24,1311,739,512,67,14,45,1890,572,1151,47.09,26.54,18.39,2.41,67.89,1,1,ABELARDO,COALICIÓN AE
31,VALLE,31049,EL CERRITO,31582,31177,56.28,167,167,7562,20795,1185,678,120,217,9425,-13233,-11370,24.26,66.7,3.8,2.17,30.23,0,0,CEPEDA,CEPEDA
31,VALLE,31052,EL DOVIO,5289,5161,50.1,38,38,2646,1627,380,130,27,150,3156,1019,1529,51.27,31.52,7.36,2.52,61.15,1,1,ABELARDO,COALICIÓN AE
31,VALLE,31055,FLORIDA,31818,31380,57.96,164,164,6025,22399,1427,649,125,167,8101,-16374,-14298,19.2,71.38,4.55,2.07,25.82,0,0,CEPEDA,CEPEDA
31,VALLE,31058,GINEBRA,11195,11030,58.04,59,59,3920,5636,774,248,54,116,4942,-1716,-694,35.54,51.1,7.02,2.25,44.81,0,0,CEPEDA,CEPEDA
31,VALLE,31061,GUACARI,17813,17574,58.6,92,92,3866,11944,868,360,58,121,5094,-8078,-6850,22.0,67.96,4.94,2.05,28.99,0,0,CEPEDA,CEPEDA
31,VALLE,31064,JAMUNDI,82296,80922,62.27,382,382,25922,45076,3693,2832,505,603,32447,-19154,-12629,32.03,55.7,4.56,3.5,40.1,0,0,CEPEDA,CEPEDA
31,VALLE,31067,LA CUMBRE,8090,7990,56.47,45,45,2973,3864,663,145,44,65,3781,-891,-83,37.21,48.36,8.3,1.81,47.32,0,0,CEPEDA,CEPEDA
31,VALLE,31070,LA UNION,16524,16123,58.57,86,86,9339,3996,1250,601,122,347,11190,5343,7194,57.92,24.78,7.75,3.73,69.4,1,1,ABELARDO,COALICIÓN AE
31,VALLE,31073,LA VICTORIA,6236,6134,53.91,37,37,3343,1816,550,122,34,99,4015,1527,2199,54.5,29.61,8.97,1.99,65.45,1,1,ABELARDO,COALICIÓN AE
31,VALLE,31076,OBANDO,5402,5265,49.69,35,35,1783,2772,370,90,18,122,2243,-989,-529,33.87,52.65,7.03,1.71,42.6,0,0,CEPEDA,CEPEDA
31,VALLE,31079,PALMIRA,165881,163830,57.32,850,850,52511,90115,8081,6511,1081,1138,67103,-37604,-23012,32.05,55.01,4.93,3.97,40.96,0,0,CEPEDA,CEPEDA
31,VALLE,31082,PRADERA,23537,23144,55.35,132,132,4855,16082,911,494,101,163,6260,-11227,-9822,20.98,69.49,3.94,2.13,27.05,0,0,CEPEDA,CEPEDA
31,VALLE,31085,RESTREPO,8048,7879,49.39,53,53,3543,3354,480,160,31,127,4183,189,829,44.97,42.57,6.09,2.03,53.09,1,1,ABELARDO,COALICIÓN AE
31,VALLE,31088,RIOFRIO,8419,8259,52.64,49,49,3460,3432,829,176,44,135,4465,28,1033,41.89,41.55,10.04,2.13,54.06,1,1,ABELARDO,COALICIÓN AE
31,VALLE,31091,ROLDANILLO,19494,19202,61.82,106,106,8798,7297,1518,783,97,276,11099,1501,3802,45.82,38.0,7.91,4.08,57.8,1,1,ABELARDO,COALICIÓN AE
31,VALLE,31094,SAN PEDRO,8368,8239,54.85,53,53,2897,4290,545,157,46,127,3599,-1393,-691,35.16,52.07,6.61,1.91,43.68,0,0,CEPEDA,CEPEDA
31,VALLE,31097,SEVILLA,19252,18725,51.11,119,119,7471,7716,2086,565,141,227,10122,-245,2406,39.9,41.21,11.14,3.02,54.06,0,1,CEPEDA,COALICIÓN AE
31,VALLE,31100,TORO,6250,6109,48.76,43,43,3042,1608,945,142,30,164,4129,1434,2521,49.8,26.32,15.47,2.32,67.59,1,1,ABELARDO,COALICIÓN AE
31,VALLE,31103,TRUJILLO,8816,8643,52.48,56,56,4086,2863,1059,200,43,164,5345,1223,2482,47.28,33.13,12.25,2.31,61.84,1,1,ABELARDO,COALICIÓN AE
31,VALLE,31106,TULUA,99660,98087,57.38,513,513,41369,43107,5371,4064,579,1068,50804,-1738,7697,42.18,43.95,5.48,4.14,51.79,0,1,CEPEDA,COALICIÓN AE
31,VALLE,31109,ULLOA,2622,2558,48.7,18,18,992,1081,302,38,14,65,1332,-89,251,38.78,42.26,11.81,1.49,52.07,0,1,CEPEDA,COALICIÓN AE
31,VALLE,31112,VERSALLES,3802,3739,51.24,32,32,2086,788,603,77,19,69,2766,1298,1978,55.79,21.08,16.13,2.06,73.98,1,1,ABELARDO,COALICIÓN AE
31,VALLE,31115,VIJES,6494,6415,56.68,37,37,1591,3828,689,107,25,50,2387,-2237,-1441,24.8,59.67,10.74,1.67,37.21,0,0,CEPEDA,CEPEDA
31,VALLE,31118,YOTOCO,8483,8325,54.14,51,51,2680,4636,505,184,38,74,3369,-1956,-1267,32.19,55.69,6.07,2.21,40.47,0,0,CEPEDA,CEPEDA
31,VALLE,31121,YUMBO,66046,65405,58.55,334,334,14169,44723,2963,1531,288,434,18663,-30554,-26060,21.66,68.38,4.53,2.34,28.53,0,0,CEPEDA,CEPEDA
31,VALLE,31124,ZARZAL,22601,22316,56.48,120,120,6356,13457,1193,570,82,229,8119,-7101,-5338,28.48,60.3,5.35,2.55,36.38,0,0,CEPEDA,CEPEDA
40,ARAUCA,40001,ARAUCA,35855,35371,43.72,242,242,22710,7194,2745,1044,143,567,26499,15516,19305,64.21,20.34,7.76,2.95,74.92,1,1,ABELARDO,COALICIÓN AE
