id_puesto,municipio,cod_dane,puesto,cod_comune,direccion,lon,lat,semaforo,rank_abelardo,votos_abelardo,total_validos,pct_abelardo,n_mesas,v_paloma_valencia,v_sergio_fajardo,v_miguel_uribe_londoño,v_gustavo_matamoros,v_roy_barrera,v_ivan_cepeda,v_santiago_botero,v_sondra_maconllis,v_abelardo_de_la_espriella,v_claudia_lopez,v_luis_gilberto_murillo,v_carlos_caicedo,v_oscar_mauricio_lizcano
p0113,BARBOSA,05079,BIBLIOTECA ISOLDA ECHAVARRIA,0,CL. 15 No. 10 - 50,-75.3293224715638,6.435859176595,verde,1,628,1091,57.56,6,177,47,0,0,0,216,0,0,628,0,0,0,0
p0114,BARBOSA,05079,C.A.S DIEGO FERNANDEZ BARBOSA,0,CR. 21 No. 11 - 30,-75.3337919086688,6.43804159991233,verde,1,685,1217,56.29,7,194,40,0,0,0,256,0,0,685,0,0,0,0
p0115,BARBOSA,05079,CARCEL,0,KR 10 # 16 - 60,-75.3284163718772,6.43601121499908,amarillo,2,3,9,33.33,1,1,0,0,0,0,4,0,0,3,0,1,0,0
p0116,BARBOSA,05079,CENTRO DE EDUCACION SUPERIOR,0,CRA 14 No 15-32,-75.3305257387941,6.43719806546709,verde,1,657,1354,48.52,7,138,72,0,0,0,451,0,0,657,0,0,0,0
p0117,BARBOSA,05079,COL. COOPERATIVO SIMÓN BOLIVAR,0,CR. 11 No. 15 - 41,-75.3293437596209,6.43613530640385,verde,1,729,1366,53.37,8,151,85,0,0,0,372,0,0,729,0,0,0,0
p0118,BARBOSA,05079,I.E. MANUEL JOSE CAICEDO,0,CL. 16 CR. 8 - 2 INT. 110,-75.3273106532788,6.43461257403201,verde,1,1566,3647,42.94,24,305,276,0,0,0,1407,0,0,1566,0,0,0,0
p0119,BARBOSA,05079,I.E.R. EL HATILLO,0,CORREGIMIENTO EL HATILLO,-75.3921408215593,6.413508194126,verde,1,1481,3006,49.27,17,321,175,0,0,0,922,0,0,1481,0,0,0,0
p0120,BARBOSA,05079,IE LUIS EDUARDO ARIAS,0,Cll. 15 #08-103,-75.3287075456223,6.43470727095472,verde,1,2283,4240,53.84,23,567,221,0,0,0,1053,0,0,2283,0,0,0,0
p0121,BARBOSA,05079,PBRO. LUIS EDUARDO PEREZ MOLINA,0,CL. 15 No. 8 - 179,-75.3290933874096,6.43509283253563,verde,1,1562,3021,51.7,18,497,133,0,0,0,738,0,0,1562,0,0,0,0
p0122,BARBOSA,05079,UNIDAD DEPORTIVA LOS BUCAROS,0,CLL 20 No 19-24,-75.3305130472892,6.44092974152734,verde,1,2023,4348,46.53,27,380,316,0,0,0,1510,0,0,2023,0,0,0,0
p0123,BELLO,05088,BETSABE ESPINAL,0,"AV 33 NRO 59 33 BR
TERRANOVA",-75.5418956279754,6.34402582708709,verde,1,3580,6977,51.31,26,455,749,0,0,0,2097,0,0,3580,0,0,0,0
p0124,BELLO,05088,CARCEL NACIONAL DE BELLAVISTA,0,DIAG 44 #39 -145,-75.5443854199999,6.33083390699999,amarillo,2,65,236,27.54,2,23,18,0,0,0,122,0,0,65,0,0,0,0
p0125,BELLO,05088,CENTRO EDUCAT RAQUEL JARAMILLO,0,CL 21 A 66 43,-75.5749189853668,6.31241932338589,verde,1,2376,4547,52.25,25,434,325,0,0,0,1286,0,0,2376,0,0,0,0
p0126,BELLO,05088,COL JESUS DE LA BUENA ESPERANZ,0,"CL 49 47 - 10 BARRIO
MANCHESTER",-75.5563366413116,6.33440225672819,verde,1,4671,7631,61.21,40,815,417,0,0,0,1590,0,0,4671,0,0,0,0
p0127,BELLO,05088,COL NUESTRA SEÑORA DE CHIQUINQ,0,DG 61 NO 42-78,-75.549223423004,6.34367127768171,verde,1,3148,6077,51.8,26,431,606,0,0,0,1793,0,0,3148,0,0,0,0
p0128,BELLO,05088,COLEGIO ANA MARIA JANER,0,DIG 53 NRO 43-81,-75.55087,6.33788,verde,1,248,455,54.51,2,29,50,0,0,0,114,0,0,248,0,0,0,0
p0129,BELLO,05088,COLEGIO BETHLEMITAS,0,CL 24A NRO 51-52,-75.55889,6.31424,verde,1,748,1355,55.2,5,84,150,0,0,0,359,0,0,748,0,0,0,0
p0130,BELLO,05088,COLEGIO CARMELITANO,0,CL 57 NRO 62 - 34,-75.56683,6.34073,verde,1,367,691,53.11,3,53,50,0,0,0,208,0,0,367,0,0,0,0
p0131,BELLO,05088,COLEGIO LA SALLE,0,CL 45 57 44,-75.5645012855528,6.33125123152537,verde,1,5465,10234,53.4,45,935,973,0,0,0,2712,0,0,5465,0,0,0,0
p0132,BELLO,05088,COLEGIO MANO AMIGA,0,"CARRERA 66 No 59A 80 EL
TRAPICHE",-75.5692,6.34483,verde,1,4300,8440,50.95,35,620,731,0,0,0,2642,0,0,4300,0,0,0,0
p0133,BELLO,05088,COLEGIO PARROQUIAL SAN FCO DE ASIS,0,KR 58 27B-21,-75.5639809367739,6.31750592613908,verde,1,3735,6440,58.0,29,548,649,0,0,0,1438,0,0,3735,0,0,0,0
p0134,BELLO,05088,COLEGIO SAN BUENAVENTURA,0,CRA 51A 23-83,-75.5591475963591,6.31364565763424,verde,1,3278,5443,60.22,23,414,579,0,0,0,1126,0,0,3278,0,0,0,0
p0135,BELLO,05088,I.E. ANDRES BELLO,0,KR 50 #54 -28,-75.55886298,6.33784456199999,verde,1,4019,6341,63.38,22,607,392,0,0,0,1210,0,0,4019,0,0,0,0
p0136,BELLO,05088,I.E. ATANASIO GIRARDOT,0,CL 24 A NO 59 A 114,-75.569758415222,6.31412552676682,verde,1,3542,7176,49.36,43,373,705,0,0,0,2418,0,0,3542,0,0,0,0
p0137,BELLO,05088,I.E CARLOS PEREZ SEDE ROSALIA,0,CLL 53 A NO 57 A 34,-75.565273761749,6.33895014919964,verde,1,1886,4480,42.1,20,311,438,0,0,0,1772,0,0,1886,0,0,0,0
p0138,BELLO,05088,I.E. CIAL ANTONIO ROLDAN,0,DG 65 45DD 215,-75.5531255675531,6.34598262667972,verde,1,2137,3786,56.44,18,454,263,0,0,0,855,0,0,2137,0,0,0,0
p0139,BELLO,05088,I.E. CONCEJO DE BELLO,0,DIAG 56 45 42,-75.553354024887,6.34066692819449,verde,1,3544,6671,53.13,30,547,543,0,0,0,1918,0,0,3544,0,0,0,0
p0140,BELLO,05088,I.E DIVINA EUCARISTIA,0,CRA 53 NRO 51-28,-75.56087,6.3351,verde,1,200,394,50.76,2,38,23,0,0,0,129,0,0,200,0,0,0,0
p0141,BELLO,05088,I.E FE Y ALEGRIA NUEVA GENERAC,0,AV 38 61 02,-75.5464017391203,6.34412179530535,verde,1,3929,7568,51.92,30,697,619,0,0,0,2204,0,0,3929,0,0,0,0
p0142,BELLO,05088,I.E FEDERICO SIERRA ARANGO,0,CR 43B #20E -40,-75.55308986,6.308767856,verde,1,2782,5064,54.94,30,493,329,0,0,0,1317,0,0,2782,0,0,0,0
p0143,BELLO,05088,I.E. FERNANDO VELEZ,0,CR 58 A NO 52C 135,-75.567419528961,6.33762257394572,verde,1,3340,6339,52.69,30,684,471,0,0,0,1705,0,0,3340,0,0,0,0
p0144,BELLO,05088,I.E FONTIDUEÑO JAIME ARANGO R,0,DIAG 44 #32 -84,-75.5363970994949,6.33425297001226,verde,1,2621,5251,49.91,25,415,401,0,0,0,1699,0,0,2621,0,0,0,0
p0145,BELLO,05088,I.E. GILBERTO ECHEVERRI MEJIA,0,CL 68 49A 41 BR MIRADOR,-75.5586272478076,6.34788853374588,verde,1,2386,4793,49.78,21,452,402,0,0,0,1468,0,0,2386,0,0,0,0
p0146,BELLO,05088,I.E. HERNAN VILLA BAENA,0,CL 69 # 60 235,-75.5657029151915,6.34854697706008,verde,1,3579,6159,58.11,30,654,364,0,0,0,1438,0,0,3579,0,0,0,0
p0147,BELLO,05088,I.E. LA GABRIELA,0,CL 31 #43 -94,-75.5507843799998,6.319204044,verde,1,2243,4612,48.63,23,406,333,0,0,0,1499,0,0,2243,0,0,0,0
p0148,BELLO,05088,I.E. LA MILAGROSA,0,CL 62 A 54-51,-75.5609902739523,6.34259963062792,verde,1,3071,5733,53.57,26,487,413,0,0,0,1594,0,0,3071,0,0,0,0
p0149,BELLO,05088,I.E LA UNION SAN FELIX,0,KILOMETRO 16 VIA BELLO SAN FELIX VEREDA LA UNION,-75.6209,6.37994,verde,1,80,131,61.07,1,17,9,0,0,0,19,0,0,80,0,0,0,0
p0150,BELLO,05088,I.E. LAS VEGAS,0,DIAG 45 #35 -85,-75.5416059494017,6.33185904499041,verde,1,1855,3395,54.64,15,240,235,0,0,0,984,0,0,1855,0,0,0,0
p0151,BELLO,05088,I.E MARCO FIDEL SUAREZ SEDE NAZARETH,0,CALLE 51 # 58-55,-75.5651002199999,6.33437635199999,verde,1,1923,4175,46.06,22,277,416,0,0,0,1473,0,0,1923,0,0,0,0
p0152,BELLO,05088,I.E. NAVARRA,0,DIAG 57 #20 - 46,-75.5315825343132,6.34652366072163,verde,1,1665,2970,56.06,11,258,276,0,0,0,733,0,0,1665,0,0,0,0
p0153,BELLO,05088,I.E. SAN FELIX,0,"KILOMETRO 22 VIA
MEDELLIN SAN PEDRO",-75.6088965899999,6.33997477399999,verde,1,1005,1660,60.54,8,253,100,0,0,0,251,0,0,1005,0,0,0,0
p0154,BELLO,05088,I.E SAN GABRIEL ARCANGEL,0,AV 14 B # 53B - 111,-75.52386,6.34621,verde,1,216,451,47.89,2,46,27,0,0,0,154,0,0,216,0,0,0,0
p0155,BELLO,05088,I.E. SAN JUDAS BARRIO PARIS,0,CRA 75 # 21-60,-75.57993,6.31399,verde,1,128,299,42.81,2,13,16,0,0,0,126,0,0,128,0,0,0,0
p0156,BELLO,05088,I.E. SANTA CATALINA,0,CL 56 46 14,-75.5559396743773,6.33927004633944,verde,1,2731,5033,54.26,23,465,426,0,0,0,1326,0,0,2731,0,0,0,0
p0157,BELLO,05088,I.E. TOMAS CADAVID RESTREPO,0,CALLE 55 No 38-170,-75.56,6.32399999999999,verde,1,3338,5600,59.61,25,512,446,0,0,0,1232,0,0,3338,0,0,0,0
p0158,BELLO,05088,IE BARRIO PARIS,0,CARRERA 76 No 20F-59,-75.5815819999999,6.313545,verde,1,989,2070,47.78,13,114,172,0,0,0,723,0,0,989,0,0,0,0
p0159,BELLO,05088,IE JORGE ELIECER GAITAN,0,CARRERA 50 No 53-64,-75.5587666325078,6.33705260135115,verde,1,5062,9261,54.66,46,951,650,0,0,0,2453,0,0,5062,0,0,0,0
p0160,BELLO,05088,IE JOSEFA CAMPOS,0,DIAGONAL 65 No 45BB-137,-75.5525279045103,6.3462864070335,verde,1,2888,6084,47.47,27,435,500,0,0,0,2131,0,0,2888,0,0,0,0
p0161,BELLO,05088,IE SAGRADO CORAZON,0,CALLE 47 No 48-38,-75.5567631125449,6.33326927610737,verde,1,1457,2946,49.46,19,185,247,0,0,0,985,0,0,1457,0,0,0,0
p0162,BELLO,05088,IE SUAREZ DE LA PRESENTACION,0,CRA 55 No 35-41,-75.5590169,6.312839406,verde,1,3402,6955,48.91,35,481,952,0,0,0,2042,0,0,3402,0,0,0,0
p0163,BELLO,05088,IE VILLA DEL SOL SEC 1,0,CALLE 72A No 63A-50,-75.5667355656622,6.35132469220751,verde,1,3854,8323,46.31,39,563,767,0,0,0,2955,0,0,3854,0,0,0,0
p0164,BELLO,05088,IE ZAMORA CENTENARIO,0,CALLE 21 CC No 41C-42,-75.54982099,6.30719803199999,amarillo,2,822,2037,40.35,13,125,176,0,0,0,854,0,0,822,0,0,0,0
p0165,BELLO,05088,INST. UNIVERSITARIA MARCO FIDEL SUAREZ,0,CLL 48 No 50-30,-75.5584824085235,6.33313864994649,verde,1,2740,5973,45.87,34,445,571,0,0,0,2097,0,0,2740,0,0,0,0
p0166,BELLO,05088,MEGACOLEGIO I.E. BARRIO PARIS,0,CRA 78 No 20D-85,-75.5833054499999,6.313474192,verde,1,1416,2717,52.12,16,250,191,0,0,0,767,0,0,1416,0,0,0,0
p0167,BELLO,05088,SD 2 I.E. LA GABRIELA,0,CALLE 31 NRO 43B-38,-75.55121,6.3193,amarillo,2,399,945,42.22,4,66,65,0,0,0,402,0,0,399,0,0,0,0
p0168,BELLO,05088,SD AVENIDAS LICEO ANTIOQUEÑO,0,CR 56 NRO 32-08,-75.56137,6.32014,verde,1,276,472,58.47,2,39,48,0,0,0,99,0,0,276,0,0,0,0
p0169,BELLO,05088,SD EL TREBOL I.E. NAVARRA,0,AV. 20 No 54-180 INT 110,-75.53,6.346,verde,1,812,1586,51.2,7,109,164,0,0,0,480,0,0,812,0,0,0,0
p0170,BELLO,05088,SD JOSE MARIA GRIJELMO FE Y ALEGRIA,0,"KM 7 ANTIGUA VIA GUARNE
BARRIO EL PINAR",-75.535058,6.306226,verde,1,449,902,49.78,5,113,31,0,0,0,259,0,0,449,0,0,0,0
p0171,BELLO,05088,SD PRADERA I.E ALBERTO DIAZ MUÑOZ,0,KR 75 No 20D-23,-75.5812852084635,6.31134894449003,verde,1,758,1588,47.73,9,138,118,0,0,0,529,0,0,758,0,0,0,0
p0172,BELLO,05088,SD PRINCIPAL I.E. ALBERTO DIAZ MUÑOZ,0,CL 20 F 78 A 07,-75.5834242699273,6.31337639667877,verde,1,1960,4008,48.9,21,423,272,0,0,0,1219,0,0,1960,0,0,0,0
p0173,BELLO,05088,SD SERRAMONTE LICEO ANTIOQUEÑO,0,CR 59BB NRO 40A-24,-75.56857,6.32712,verde,1,334,638,52.35,3,59,77,0,0,0,166,0,0,334,0,0,0,0
p0174,BELLO,05088,"SEC PRIMARIA IE FONTIDUEÑO JAIME
ARANGO",0,AVENIDA 31 # 43 - 105,-75.53638,6.33408,amarillo,2,44,128,34.38,1,11,20,0,0,0,52,0,0,44,0,0,0,0
p0175,BELLO,05088,"SECC VILLA LINDA IE ANTONIO MARIA
BEDOYA",0,CLL 83 B # 67-21,-75.57148,6.35963,verde,1,222,516,43.02,2,28,40,0,0,0,213,0,0,222,0,0,0,0
p0176,BELLO,05088,"TIERRA ADENTRO I.E. ANTONIO MARIA
BEDOYA",0,CR 69 NRO 77 -220,-75.57383,6.35838,verde,1,121,237,51.05,1,19,24,0,0,0,64,0,0,121,0,0,0,0
p0177,BELLO,05088,UNIVERSIDAD PUBLICA DE BELLO,0,CR 50 # 46 - 45,-75.55807471,6.337264183,verde,1,4484,7006,64.0,26,477,296,0,0,0,1554,0,0,4484,0,0,0,0
p0224,CALDAS,05129,C.D.I. TRES AGUAS,0,CRA 49 N 125 SUR 72,-75.6344697235825,6.09654576065438,verde,1,175,421,41.57,2,28,39,0,0,0,171,0,0,175,0,0,0,0
p0225,CALDAS,05129,CENTRO ARTISTICO Y CULTURAL,0,CLL 129 SUR No 48-70,-75.6346288962009,6.08874578561933,verde,1,2459,4692,52.41,20,505,347,0,0,0,1286,0,0,2459,0,0,0,0
p0226,CALDAS,05129,CENTRO INTEGRACION CIUDADANA,0,CRA 42 No 127 SUR - 26,-75.6292725218523,6.09440262870197,verde,1,774,1647,46.99,7,156,202,0,0,0,478,0,0,774,0,0,0,0
p0227,CALDAS,05129,COLEGIO CAMPESTRE MONTEALEGRE,0,CRA 50 N 108 SUR 151,-75.637348696533,6.11059438302735,verde,1,160,361,44.32,2,23,32,0,0,0,133,0,0,160,0,0,0,0
p0228,CALDAS,05129,COLISEO,0,CARRERA 46 No 132SUR-50,-75.6325542124367,6.08960058332295,verde,1,2063,4747,43.46,27,310,524,0,0,0,1756,0,0,2063,0,0,0,0
p0229,CALDAS,05129,I.E. FEDERICO ANGEL,0,KR 49 # 139SUR - 31,-75.6625118020313,6.08522256379086,verde,1,2051,4112,49.88,18,425,344,0,0,0,1186,0,0,2051,0,0,0,0
p0230,CALDAS,05129,I.E.GABRIEL ECHAVARRIA,0,KR 50 # 108 SUR 05,-75.636554725037,6.11031134588921,amarillo,2,683,1856,36.8,12,115,218,0,0,0,791,0,0,683,0,0,0,0
p0231,CALDAS,05129,I.E. JOAQUIN ARISTIZABAL,0,CL 128 SUR No 51 - 50,-75.6380004350074,6.0950907266155,verde,1,3113,5455,57.07,26,640,431,0,0,0,1163,0,0,3113,0,0,0,0
p0232,CALDAS,05129,I.E JORGE VALENCIA,0,CL 128 SUR N 59 - 12,-75.6436523833925,6.09163322820214,amarillo,2,112,311,36.01,2,24,25,0,0,0,138,0,0,112,0,0,0,0
p0233,CALDAS,05129,I.E JOSE MARIA BERNAL,0,CL 127 SUR No 54-51,-75.6436491686041,6.09140485600487,verde,1,2404,5109,47.05,25,407,506,0,0,0,1706,0,0,2404,0,0,0,0
p0234,CALDAS,05129,I.E. MARIA AUXILIADORA,0,KR 49 # 131SUR - 23,-75.6352806339425,6.09023801338523,verde,1,3468,6587,52.65,27,715,665,0,0,0,1601,0,0,3468,0,0,0,0
p0235,CALDAS,05129,I.E.R. DARIO GUTIERREZ RAVE,0,CL 155 SUR N 52 07,-75.6350868213447,6.06972545271442,verde,1,122,279,43.73,1,30,24,0,0,0,97,0,0,122,0,0,0,0
p0236,CALDAS,05129,I.E. SANTA INES,0,CRA 47 No 136SUR-19,-75.6327218489349,6.08409971518707,verde,1,989,2027,48.79,8,183,222,0,0,0,590,0,0,989,0,0,0,0
p0237,CALDAS,05129,I.E. SANTA MARIA GORETTI,0,DIAG. 53 # 126A SUR - 49,-75.6373647542497,6.09453331334608,verde,1,2315,4517,51.25,20,529,392,0,0,0,1173,0,0,2315,0,0,0,0
p0238,CALDAS,05129,PARQUE HABITAT DEL SUR,0,CALLE 142A SUR No. 50 - 15,-75.6346224509509,6.08050243849803,verde,1,1497,3350,44.69,16,249,351,0,0,0,1166,0,0,1497,0,0,0,0
p0340,COPACABANA,05212,CASA DE LA CULTURA,0,CLL 50 No 47-79,-75.5065603622554,6.34720532152535,verde,1,474,1038,45.66,5,61,124,0,0,0,357,0,0,474,0,0,0,0
p0341,COPACABANA,05212,Col. Autónomo Ntra. Señora de la B. E,0,CLL 50 No 63-40,-75.5174311995506,6.34351666207517,verde,1,829,1933,42.89,11,86,282,0,0,0,693,0,0,829,0,0,0,0
p0342,COPACABANA,05212,COL COOP JUAN DEL CORRAL,0,CARRERA 40 No 48-114,-75.50158484,6.34945451699999,verde,1,924,2048,45.12,10,133,255,0,0,0,697,0,0,924,0,0,0,0
p0343,COPACABANA,05212,ESC. URB. LA MISERICORDIA,0,CLL 48 No 66A-15,-75.5185282230377,6.34129605695439,verde,1,513,1056,48.58,5,60,125,0,0,0,344,0,0,513,0,0,0,0
p0344,COPACABANA,05212,I.E JOSE MIGUEL DE RESTREPO Y PUERTA,0,CARRERA 46B No 47A-29,-75.5049637399998,6.345517236,verde,1,4260,8502,50.11,47,611,853,0,0,0,2632,0,0,4260,0,0,0,0
p0345,COPACABANA,05212,I.E SAN LUIS GONZAGA,0,CLL 50 No 62-78,-75.5158185377119,6.34427740809567,verde,1,3955,6976,56.69,30,566,513,0,0,0,1829,0,0,3955,0,0,0,0
p0346,COPACABANA,05212,I.E. SAN RAFAEL,0,"VEREDA ZARZAL AUTOPISTA
NORTE",-75.4949351857473,6.3621459988598,verde,1,324,513,63.16,2,65,29,0,0,0,87,0,0,324,0,0,0,0
p0347,COPACABANA,05212,IE ASUNCION SECUNDARIA,0,CRA 49 No 48-19,-75.5068967068125,6.345863966015,verde,1,1569,3034,51.71,15,325,269,0,0,0,826,0,0,1569,0,0,0,0
p0348,COPACABANA,05212,IE CAMILO TORRES,0,CARRERA 50 A No 47A-33,-75.50805364,6.34426431999999,verde,1,2117,3991,53.04,19,385,307,0,0,0,1100,0,0,2117,0,0,0,0
p0349,COPACABANA,05212,IE GABRIELA MISTRAL,0,CARRERA 28 No 43-199,-75.4937681999999,6.35415961,verde,1,427,938,45.52,5,69,86,0,0,0,336,0,0,427,0,0,0,0
p0350,COPACABANA,05212,IE LA TRINIDAD,0,CLL 41 No 78C-32,-75.5316817760466,6.33518601127877,verde,1,2137,4220,50.64,26,250,331,0,0,0,1407,0,0,2137,0,0,0,0
p0351,COPACABANA,05212,IE PRESBITERO B. MONTOYA,0,CLL 50 No 34-07,-75.4995349499998,6.353871711,verde,1,2361,4447,53.09,21,404,335,0,0,0,1247,0,0,2361,0,0,0,0
p0352,COPACABANA,05212,IE VILLANUEVA,0,CARRERA 56 No 56-155,-75.5135253499999,6.348539016,verde,1,2530,4789,52.83,23,428,367,0,0,0,1379,0,0,2530,0,0,0,0
p0353,COPACABANA,05212,"SEDE COPACABANA TECNOLOGICO DE
ANTIOQUIA",0,CRA 50 No 50A - 59,-75.5078819799998,6.34583179799999,verde,1,629,1187,52.99,7,199,51,0,0,0,289,0,0,629,0,0,0,0
p0354,COPACABANA,05212,SEDE MONTAÑUELA - I. E. SAN LUIS GONZAGA,0,VEREDA QUEBRADA ARRIBA - SECTOR MONTAÑUELA,-75.470048,6.32159849285689,verde,1,80,117,68.38,1,18,2,0,0,0,17,0,0,80,0,0,0,0
p0382,ENVIGADO,05266,CANCHA LA MERCED,0,CALLE 40 E SUR No 40 -30,-75.5912605,6.1647628,verde,1,1028,1677,61.3,6,164,204,0,0,0,268,0,0,1028,0,0,0,0
p0383,ENVIGADO,05266,CARCEL MUNICIPAL DE ENVIGADO,0,CRA 43 NO 38 SUR 35,-75.5883212575938,6.16956061700287,verde,1,15,30,50.0,1,5,0,1,0,0,7,0,0,15,0,0,0,0
p0384,ENVIGADO,05266,"CENTRO DE ENCUENTRO CIUDADANO
ARENALES",0,"PLACA POLIDEPORTIVA
ARENALES-VALLANO",-75.57956,6.13659,verde,1,68,94,72.34,1,8,5,0,0,0,13,0,0,68,0,0,0,0
p0385,ENVIGADO,05266,CENTRO GERONTOLOGICO ATARDESER,0,"TRANSVERSAL 34 A SUR No
33 A- 50",-75.583344,6.16932728,verde,1,1112,1939,57.35,9,154,273,0,0,0,384,0,0,1112,0,0,0,0
p0386,ENVIGADO,05266,COL CUMBRES,0,CRA 27B No 27D SUR-86,-75.57226,6.16898,verde,1,6914,9337,74.05,34,926,742,0,0,0,719,0,0,6914,0,0,0,0
p0387,ENVIGADO,05266,COL LA SALLE DE ENVIGADO,0,CLL 24 SUR NO 42B - 1,-75.5798858220152,6.18058737464317,verde,1,5875,8715,67.41,37,963,807,0,0,0,986,0,0,5875,0,0,0,0
p0388,ENVIGADO,05266,COL UNID EDUC SAN MARCOS,0,CLL 31A SUR NO 43A 92,-75.5864324453588,6.17635745397292,verde,1,7241,9854,73.48,37,924,682,0,0,0,956,0,0,7241,0,0,0,0
p0389,ENVIGADO,05266,COLEGIO BENEDITINO DE SANTA MARIA,0,CALLE 24 SUR No 39-36,-75.5768568999999,6.1790896,verde,1,1756,2323,75.59,8,219,181,0,0,0,162,0,0,1756,0,0,0,0
p0390,ENVIGADO,05266,COLEGIO COLOMBO BRITANICO,0,"TRANSVERSAL 29 SUR
DIAGONAL 32 B 97",-75.58398,6.17731,verde,1,1200,1995,60.15,8,184,301,0,0,0,300,0,0,1200,0,0,0,0
p0391,ENVIGADO,05266,"COLEGIO DE LA PRESENTACION DE
ENVIGADO",0,Calle 37 sur No 43 A 67,-75.589140639158,6.1708799876024,verde,1,478,792,60.35,3,86,70,0,0,0,158,0,0,478,0,0,0,0
p0392,ENVIGADO,05266,COLEGIO FRANCISCANO PALERMO DE SAN JOSE,0,CALLE 36 D SUR No 16 86 Km 3 LOMA DEL ESCOBERO,-75.5531221752749,6.16614268307392,verde,1,274,373,73.46,2,34,32,0,0,0,32,0,0,274,0,0,0,0
p0393,ENVIGADO,05266,COLEGIO GIMNASIO INTEGRAL SANTA ANA,0,"CARRERA 38 No 45 A SUR
102",-75.5907959854224,6.16120413932581,verde,1,202,324,62.35,2,37,52,0,0,0,31,0,0,202,0,0,0,0
p0394,ENVIGADO,05266,CTRO DE DESAR. INFANTIL CDI EL DORADO,0,"CALLE 40 B SUR No 37 - 50
parque el dorado",-75.58663,6.16481,verde,1,3020,4977,60.68,23,426,543,0,0,0,927,0,0,3020,0,0,0,0
p0395,ENVIGADO,05266,"CTRO DE ENCUENTRO CIUDADANO SAN
MARCOS",0,CRA 45 No 32B SUR-16,-75.58762,6.17606,verde,1,1429,2377,60.12,12,202,323,0,0,0,406,0,0,1429,0,0,0,0
p0396,ENVIGADO,05266,ESC FERNANDO GONZALEZ,0,CRA 40 No 38A SUR-8,-75.5862405896185,6.16759231420309,verde,1,5133,7393,69.43,36,785,421,0,0,0,972,0,0,5133,0,0,0,0
p0397,ENVIGADO,05266,ESCUELA PIO XII,0,CRA 31 No 38 SUR-51,-75.5815679208754,6.16540411730626,verde,1,3611,5388,67.02,30,454,412,0,0,0,840,0,0,3611,0,0,0,0
p0398,ENVIGADO,05266,I.E JOSE MANUEL RESTREPO VELEZ (JOMAR),0,CL 38 SUR NO 45A 87,-75.5913255657485,6.1715986077723,verde,1,2408,3306,72.84,20,205,200,0,0,0,444,0,0,2408,0,0,0,0
p0399,ENVIGADO,05266,I.E JOSE MIGUEL DE LA CALLE,0,"TRANSVERSAL 34 B SUR No
31E - 66",-75.5809997601638,6.17292365101162,verde,1,522,816,63.97,3,66,71,0,0,0,146,0,0,522,0,0,0,0
p0400,ENVIGADO,05266,I.E NORMAL SUPERIOR DE ENVIGADO,0,CALLE 37 SUR No 33 - 14,-75.581705,6.16696608,verde,1,6127,9025,67.89,37,883,609,0,0,0,1299,0,0,6127,0,0,0,0
p0401,ENVIGADO,05266,I.E SAN VICENTE ALTO DE LAS FLORES,0,CALLE 53 SUR No 39 -62.,-75.6014328284393,6.15449572906528,verde,1,356,559,63.69,2,59,40,0,0,0,96,0,0,356,0,0,0,0
p0402,ENVIGADO,05266,"IE ALEJANDRO VELEZ BARRIENTOS SD
ALCALA",0,CALLE 39 SUR No 45 C-09,-75.59241,6.17017,verde,1,1164,1906,61.07,7,186,253,0,0,0,280,0,0,1164,0,0,0,0
p0403,ENVIGADO,05266,IE COMERCIAL DE ENVIGADO,0,CLL 41 SUR No 24C-71,-75.584,6.15299999999999,verde,1,3546,5762,61.54,26,436,538,0,0,0,1150,0,0,3546,0,0,0,0
p0404,ENVIGADO,05266,IE DARIO DE BEDOUT,0,DIAG. 29 No 35D SUR -10,-75.57842,6.16792,verde,1,1784,3408,52.35,17,221,614,0,0,0,770,0,0,1784,0,0,0,0
p0405,ENVIGADO,05266,IE EL SALADO,0,CRA 25 No 39D SUR-30,-75.5769999999998,6.15299999999999,verde,1,2799,4384,63.85,20,372,384,0,0,0,752,0,0,2799,0,0,0,0
p0406,ENVIGADO,05266,IE LETICIA ARANGO DE AVENDAÑO,0,CLL 45 B SUR No 42C-09,-75.5943385842171,6.16385594183361,verde,1,2118,3592,58.96,17,260,512,0,0,0,679,0,0,2118,0,0,0,0
p0407,ENVIGADO,05266,IE MANUEL URIBE ANGEL (MUA),0,CRA 44 No 38SUR-15,-75.5898,6.1705,verde,1,4542,6981,65.06,33,689,524,0,0,0,1159,0,0,4542,0,0,0,0
p0408,ENVIGADO,05266,IE MARCELIANO VELEZ,0,CRA 43 No 33B SUR -43,-75.5863816509855,6.17261441118417,verde,1,5177,7376,70.19,35,743,401,0,0,0,997,0,0,5177,0,0,0,0
p0409,ENVIGADO,05266,IE MARIA PAUSSEPIN,0,CLL 34DD SUR No 28-24,-75.57711,6.17112,verde,1,1074,1988,54.02,10,145,298,0,0,0,449,0,0,1074,0,0,0,0
p0410,ENVIGADO,05266,INST UNIVERSITARIA ENVIGADO,0,CRA 27B No 39A SUR-57,-75.5799999999998,6.158,verde,1,6769,10678,63.39,43,1009,989,0,0,0,1758,0,0,6769,0,0,0,0
